d,State,city,year,CVAPCity,CVAPd,PctCauc,PctB,PctLH,PctAPI,PctAME,PctSA,PctIndO,S,M,ESType,candidate,party,win,race,gender,votes,MS,Women_run_d,Women_run_e,Women_win_e,Women_win_d
city,CA,Yorba Linda,2018,NA,NA,76,2,15,16,NA,NA,NA,5,2,ALP,Carlos Rodriguez,1,1,2,0,16120,10,1,1,1,1
A,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,1,SSD,(district a) Eloisa Melendez,2,1,2,1,1488,15,1,3,3,1
B,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,(district B) Travis Simms,2,1,3,0,917,30,1,3,3,1
B,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,"Phaedrel ""Faye"" Bowman",2,1,3,1,806,30,1,3,3,1
C,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,(district C) George C. Tsiranides,2,1,1,0,1802,30,0,3,3,0
C,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,Douglas Hempstead,2,1,1,0,1705,30,0,3,3,0
city,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,1,SSD,Margarita Rios,NA,1,NA,NA,3433,15,0,3,3,0
D,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,(district D) John Kydes,2,1,1,0,2028,30,1,3,3,1
D,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,Beth Siegelbaum,2,1,1,1,1469,30,1,3,3,1
E,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,(district E) Tom Livingston,2,1,1,0,2168,30,0,3,3,0
E,CT,Norwalk,2017,NA,NA,52,14,22,5,NA,NA,NA,15,2,ALP,John E. Igneri,2,1,1,0,2126,30,0,3,3,0
2,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward2) Jack Evans,2,1,1,0,27534,13,0,0,0,0
4,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward 4) Brandon Todd,2,1,3,0,35100,13,0,0,0,0
7,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward 7) Vincent C. Gray,2,1,1,0,27956,13,0,0,0,0
8,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,"(Ward 8) Trayon ""Ward Eight"" White",2,1,3,0,27174,13,0,0,0,0
city,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,2,ALP,(At-large) Robert White,2,1,3,0,233983,26,0,0,0,0
city,DC,Washington,2016,NA,NA,37,39,4,3,NA,NA,NA,13,2,ALP,David Grosso,11,1,1,0,108745,26,0,0,0,0
1,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward1) Brianne K. Nadeau,2,1,1,1,23283,13,1,4,4,1
3,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward 3) Mary M. Cheh,2,1,1,1,23443,13,1,4,4,1
5,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward 5) Kenyan McDuffie,2,1,3,0,23745,13,0,4,4,0
6,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,1,SSD,(Ward 6) Charles Allen,2,1,1,0,35780,13,0,4,4,0
city,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,2,ALP,(At-large)Anita Bonds,2,1,3,1,152460,26,2,4,4,2
city,DC,Washington,2018,NA,NA,37,39,4,3,NA,NA,NA,13,2,ALP,Elissa Silverman,11,1,1,1,90589,26,2,4,4,2
1,GA,Roswell,2015,NA,NA,75,14,16,4,NA,NA,NA,6,1,SSD,(Post 1) Marcelo Zapata,NA,1,2,0,4045,6,0,0,0,0
2,GA,Roswell,2015,NA,NA,75,14,16,4,NA,NA,NA,6,1,SSD,(Post 2) Mike Palermo,2,1,1,0,5241,6,0,0,0,0
3,GA,Roswell,2015,NA,NA,75,14,16,4,NA,NA,NA,6,1,SSD,(Post 3) Donald J. Horton,NA,1,1,0,4545,6,0,0,0,0
4,GA,Roswell,2017,NA,NA,75,14,16,4,NA,NA,NA,6,1,SSD,(post 4) Marie Willsey,2,1,1,1,7040,6,1,1,1,1
1,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Sylvia Sims-Bolton,2,1,3,1,207,10,1,4,4,1
2,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Patrick D. Seger,2,1,1,0,215,10,0,4,4,0
3,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,"Greg ""Coach Mo"" Moiso",2,1,1,0,362,10,0,4,4,0
4,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Roudell Kirkwood,2,1,3,0,206,10,0,4,4,0
5,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,"Edith ""Edie"" Newsome",1,1,3,1,336,10,1,4,4,1
6,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Keith E. Turner,2,1,3,0,456,10,0,4,4,0
7,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Felix L. Rivera,11,1,2,0,553,10,0,4,4,0
8,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Lynn Florian,2,1,1,1,533,10,1,4,4,1
9,IL,Waukegan,2019,NA,NA,46,20,53,5,NA,NA,NA,10,1,SSD,Ann Taylor,11,1,1,1,571,10,1,4,4,1
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"ROE, PATRICIA (S.D.)",5,1,1,1,1951,378,3,25,25,3
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* O'TOOLE, LARRY (S.F.)",16,1,1,0,1757,378,3,25,25,3
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"BATTEN, RACHEAL (F.F.)",15,1,1,1,1362,378,3,25,25,3
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"GILLILAND, ALISON (LAB.)",12,1,1,1,1276,378,3,25,25,3
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* FLANAGAN, DECLAN (F.G.)",17,1,1,0,1264,378,3,25,25,3
ARTAN E-WHITEHALL LEA,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* LYONS, JOHN (NON-P.)",11,1,1,0,1246,378,3,25,25,3
BALLYFERMOT-DRIMNAGH,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* DOOLAN, DAITHI (S.F.)",16,1,1,0,1628,315,2,25,25,2
BALLYFERMOT-DRIMNAGH,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* DE NORTUIN, HAZEL (SPBP)",6,1,1,1,1383,315,2,25,25,2
BALLYFERMOT-DRIMNAGH,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* JACKSON, VINCENT (NON-P.)",11,1,1,0,1346,315,2,25,25,2
BALLYFERMOT-DRIMNAGH,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"NICOULLAUD, SOPHIE (G.P.)",4,1,1,1,1321,315,2,25,25,2
BALLYFERMOT-DRIMNAGH,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* DE ROISTE, DAITHI (F.F.)",15,1,1,0,1135,315,2,25,25,2
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* MCAULIFFE, PAUL (F.F.)",15,1,1,0,2300,378,3,25,25,3
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* REILLY, NOELEEN (NON-P.)",11,1,1,1,1741,378,3,25,25,3
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"CONNOLLY, KEITH (F.F.)",15,1,1,0,1279,378,3,25,25,3
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"CALLAGHAN, MARY (S.D.)",5,1,1,1,1152,378,3,25,25,3
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"CONROY, CAROLINE (G.P.)",4,1,1,1,985,378,3,25,25,3
BALLYMUN-FINGLAS,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* CONNAGHAN, ANTHONY (S.F.)",16,1,1,0,870,378,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"FITZPATRICK, MARY (F.F.)",15,1,1,1,3218,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"HOURIGAN, NEASA (G.P.)",4,1,1,1,2163,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* GANNON, GARY (S.D.)",5,1,1,0,1662,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* PERRY, CIERAN (NON-P.)",11,1,1,0,1483,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* MCGRATTAN, SEAMAS (S.F.)",16,1,1,0,1127,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"O'ROURKE, COLM (F.G.)",17,1,1,0,823,441,3,25,25,3
CABRA-GLASNEVIN,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"SHERLOCK, MARIE (LAB.)",12,1,1,1,773,441,3,25,25,3
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* O'FARRELL, DAMIAN (NON-P.)",11,1,1,0,3545,378,4,25,25,4
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"COONEY, DONNA (G.P.)",4,1,1,1,2840,378,4,25,25,4
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* HENEY, DEIRDRE (F.F.)",15,1,1,1,2680,378,4,25,25,4
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* O'MUIRI, NAOISE (F.G.)",17,1,1,0,2139,378,4,25,25,4
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* HORGAN-JONES, JANE (LAB.)",12,1,1,1,2059,378,4,25,25,4
CLONTARF,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"STOCKER, CATHERINE (S.D.)",5,1,1,1,1344,378,4,25,25,4
DONAGHMEDE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* BRABAZON, TOM (F.F.)",15,1,1,0,2051,315,0,25,25,0
DONAGHMEDE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"BARRON, DARYL (F.F.)",15,1,1,0,1539,315,0,25,25,0
DONAGHMEDE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* MACDONNCHA, MICHEAL",16,1,1,0,1490,315,0,25,25,0
DONAGHMEDE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"FLANAGAN, TERENCE (F.G.)",17,1,1,0,1206,315,0,25,25,0
DONAGHMEDE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"HEMMINGS, LAWRENCE (G.P.)",4,1,1,0,1027,315,0,25,25,0
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* COSTELLO, PATRICK (G.P.)",4,1,1,0,3283,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* FREEHILL, MARY (LAB.)",12,1,1,1,1786,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* DUNNE, PAT (1.4.C)",7,1,1,0,1680,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* FEENEY, ANNE (F.G.)",17,1,1,1,1447,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"DEACY, TARA (S.D.)",5,1,1,1,1196,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"CONROY, DEIRDRE (F.F.)",15,1,1,1,1065,441,4,25,25,4
KIMMAGE-RATHMINES,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,7,STV,"* McGinley, Ruairi (Non-P.)",11,1,1,0,785,441,4,25,25,4
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* CUFFE, CIARAN (G.P.)",4,1,1,0,1386,378,1,25,25,1
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* BURKE, CHRISTY (NON-P.)",11,1,1,0,1105,378,1,25,25,1
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* M CAD AM, RAY (F.G.)",17,1,1,0,815,378,1,25,25,1
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* RING, NIAL",11,1,1,0,764,378,1,25,25,1
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"* BOYLAN, JANICE (S.F.)",16,1,1,1,661,378,1,25,25,1
NORTH INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,6,STV,"FLYNN, ANTHONY (NON-P.)",11,1,1,0,608,378,1,25,25,1
PEMBROKE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"CHU, HAZEL (G.P.)",4,1,4,1,4069,315,2,25,25,2
PEMBROKE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"GEOGHEGAN, JAMES (F.G.)",17,1,1,0,1931,315,2,25,25,2
PEMBROKE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* LACEY, DERMOT (LAB.)",12,1,1,0,1790,315,2,25,25,2
PEMBROKE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* MCCARTAN, PADDY (F.G.)",17,1,1,0,1391,315,2,25,25,2
PEMBROKE,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* O'CONNOR, CLAIRE (F.F.)",15,1,1,1,1374,315,2,25,25,2
SOUTH EAST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* BYRNE, CLAIRE (G.P.)",4,1,1,1,1961,315,1,25,25,1
SOUTH EAST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* ANDREWS, CHRIS (S.F.)",16,1,1,0,1019,315,1,25,25,1
SOUTH EAST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"BYRNE, DANNY (F.G.)",17,1,1,0,675,315,1,25,25,1
SOUTH EAST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"DONOGHUE, KEVIN (LAB.)",12,1,1,0,584,315,1,25,25,1
SOUTH EAST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* FLYNN, MANNIX",11,1,1,0,548,315,1,25,25,1
SOUTH WEST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"PIDGEON, MICHAEL (G.P.)",4,1,1,0,1765,315,2,25,25,2
SOUTH WEST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* MACVEIGH, TINA (SPBP)",6,1,1,1,938,315,2,25,25,2
SOUTH WEST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* MOYNIHAN, REBECCA (LAB.)",12,1,1,1,891,315,2,25,25,2
SOUTH WEST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"WATTERS, MICHAEL (F.F.)",15,1,1,0,837,315,2,25,25,2
SOUTH WEST INNER CITY,IRE,Dublin,2019,NA,NA,85,2,0,3,NA,NA,NA,63,5,STV,"* Nl DHALAIGH, CRIONA (S.F.)",16,1,1,0,799,315,2,25,25,2
1,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 1) Wayne A. Lozzi,2,1,1,0,2279,11,0,3,3,0
2,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 2) Rachard B. Starbard,1,1,1,NA,1203,11,0,3,3,0
3,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 3) Darren P. Cyr,NA,1,1,1,1163,11,1,3,3,1
4,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 4) Richard C. Colucci,NA,1,1,0,783,11,0,3,3,0
5,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 5) Dianna Chakoutis,NA,1,1,1,785,11,1,3,3,1
6,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 6) Peter L. Capano,2,1,1,0,772,11,0,3,3,0
7,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,1,SSD,(Ward 7) John Jay Walsh Jr.,NA,1,1,1,1849,11,1,3,3,1
city,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,4,ALP,Brian P. LaPierre,2,1,1,0,6594,44,0,3,3,0
city,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,4,ALP,G. Buzzy Barton,2,1,1,0,5639,44,0,3,3,0
city,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,4,ALP,Hong L. Net,2,1,4,0,5534,44,0,3,3,0
city,MA,Lynn,2017,NA,NA,37,11,42,7,NA,NA,NA,11,4,ALP,Brian M. Field,NA,1,1,0,4933,44,0,3,3,0
city,MD,Rockville,2015,NA,NA,47,11,15,20,NA,NA,NA,6,4,ALP,Beryl L. Feinberg,NA,1,1,1,3448,24,3,3,3,3
city,MD,Rockville,2015,NA,NA,47,11,15,20,NA,NA,NA,6,4,ALP,Julie Palakovich Carr,2,1,1,1,2998,24,3,3,3,3
city,MD,Rockville,2015,NA,NA,47,11,15,20,NA,NA,NA,6,4,ALP,Mark Pierzchala,NA,1,1,0,2799,24,3,3,3,3
city,MD,Rockville,2015,NA,NA,47,11,15,20,NA,NA,NA,6,4,ALP,Virginia Onley,NA,1,3,1,2752,24,3,3,3,3
5,MD,Rockville,2017,NA,NA,47,11,15,20,NA,NA,NA,6,1,SSD,(Post 5) Matthew C. Tyser,NA,1,1,0,6310,6,0,0,0,0
6,MD,Rockville,2017,NA,NA,47,11,15,20,NA,NA,NA,6,1,SSD,(Post 6) Matt Judy,NA,1,1,0,5992,6,0,0,0,0
1,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Kevin Reich,NA,1,1,0,4268,13,0,6,6,0
10,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Lisa Bender,NA,1,1,1,3704,13,1,6,6,1
11,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,John  Quincy,NA,1,1,0,4952,13,0,6,6,0
12,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Andrew Johnson,NA,1,1,0,4553,13,0,6,6,0
13,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,LINEA PALMISANO,NA,1,1,1,4452,13,1,6,6,1
2,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Cam  Gordon,NA,1,1,0,4060,13,0,6,6,0
3,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Jacob  Frey,NA,1,1,0,3722,13,0,6,6,0
4,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,"Barbara ""Barb"" Johnson",NA,1,1,1,2153,13,1,6,6,1
5,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,BLONG YANG,NA,1,4,0,1475,13,0,6,6,0
6,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Abdi Warsame,NA,1,6,0,3090,13,0,6,6,0
7,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Lisa Goodman,NA,1,1,1,5309,13,1,6,6,1
8,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Elizabeth  Glidden,NA,1,1,1,5105,13,1,6,6,1
9,MN,Minneapolis,2013,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,ALONDRA CANO,NA,1,2,1,1698,13,1,6,6,1
1,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Kevin Reich,NA,1,1,0,4015,13,0,7,7,0
10,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Lisa Bender,NA,1,1,1,4886,13,1,7,7,1
11,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Jeremy Schroeder,NA,1,1,0,3230,13,0,7,7,0
12,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Andrew Johnson,NA,1,1,0,8875,13,0,7,7,0
13,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Linea Palmisano,NA,1,1,1,9411,13,1,7,7,1
2,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Cam Gordon,NA,1,1,0,5923,13,0,7,7,0
3,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Ginger Jentzen,NA,1,1,1,3297,13,1,7,7,1
4,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,"Barbara A. ""Barb"" Johnson",NA,1,1,1,2258,13,1,7,7,1
5,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Jeremiah Ellison,NA,1,3,0,1987,13,0,7,7,0
6,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Abdi Warsame,NA,1,6,0,3629,13,0,7,7,0
7,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Lisa Goodman,NA,1,1,1,4751,13,1,7,7,1
8,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Andrea Jenkins,NA,1,3,1,5766,13,1,7,7,1
9,MN,Minneapolis,2017,NA,NA,59,19,8,6,NA,NA,NA,13,1,RCV,Alondra Cano,NA,1,2,1,2623,13,1,7,7,1
1,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 1) Dai Thao,2,1,4,0,2503,7,0,3,3,0
2,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 2) Rebecca Noecker,2,1,1,1,2390,7,1,3,3,1
3,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 3) Chris Tolbert,2,1,1,0,4484,7,0,3,3,0
4,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 4) Russ Stark,2,1,1,0,3293,7,0,3,3,0
5,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 5) Amy Bendmoen,2,1,1,1,2202,7,1,3,3,1
6,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 6) Dan Bostrom,2,1,1,0,1571,7,0,3,3,0
7,MN,St. Paul,2015,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,(Ward 7) Jane Prince,2,1,1,1,1574,7,1,3,3,1
4,MN,St. Paul,2018,NA,NA,57,16,9,19,NA,NA,NA,7,1,RCV,Mitra Jalali Nelson,NA,1,6,1,5642,7,1,1,1,1
Central,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,1,SSD,(central ward) LaMonica McIver,2,1,3,1,1578,9,1,2,2,1
city,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,2,ALP,Luis A. Quintana,2,1,2,0,16934,18,1,2,2,1
city,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,2,ALP,Mildred C. Crump,2,1,3,1,16694,18,1,2,2,1
East,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,1,SSD,(east ward) Augusto Amador,2,1,1,0,1824,9,0,2,2,0
North,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,1,SSD,(north ward) Anibal Ramos Jr.,2,1,2,0,4401,9,0,2,2,0
South,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,1,SSD,(south ward) John Sharpe James,2,1,3,0,3046,9,0,2,2,0
West,NJ,Newark,2018,NA,NA,26,51,34,2,NA,NA,NA,9,1,SSD,(west ward) Jospeh McCallum Jr.,2,1,3,0,1378,9,0,2,2,0
1,NM,Las Cruces,2019,NA,NA,35,3,59,2,NA,NA,NA,6,1,RCV,Kasandra Gandara,NA,1,2,1,1215,6,1,3,3,1
2,NM,Las Cruces,2019,NA,NA,35,3,59,2,NA,NA,NA,6,1,RCV,Tessa Stuve,NA,1,1,1,970,6,1,3,3,1
4,NM,Las Cruces,2019,NA,NA,35,3,59,2,NA,NA,NA,6,1,RCV,Johana Bencomo,NA,1,2,1,763,6,1,3,3,1
1,NM,Santa Fe,2018,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,Signe Lindell,NA,1,1,1,4625,8,1,3,3,1
2,NM,Santa Fe,2018,NA,NA,88,1,55,1,NA,NA,NA,8,1,RCV,Carol Romero-Wirth,NA,1,1,1,3310,8,1,3,3,1
